제품코드,제품명,공정,설비코드,매당_설비분,매당_인시분
E3R052-CM,AMAT/LAM RING,외관,-,,3
E3R057-AM,AMAT/LAM RING,외관,-,,3
E3R058-CM,AMAT/LAM RING,외관,-,,3
E3R061-CM,AMAT/LAM RING,외관,-,,3
E3R064-CM,AMAT/LAM RING,외관,-,,3
E3R065-CM,AMAT/LAM RING,외관,-,,3
E3R066-CM,AMAT/LAM RING,외관,-,,3
E3R067-CM,AMAT/LAM RING,외관,-,,3
E3R068-CM,AMAT/LAM RING,외관,-,,3
E3R076-CM,AMAT/LAM RING,외관,-,,3
E4R002-CM,AMAT/LAM RING,외관,-,,3
Z0D001-CN,Other,외관,-,,4
Z1D001-CN,Other,외관,-,,4
Z2R00A-SM,Other,외관,-,,4
Z3D021-CN,Other,외관,-,,4
Z3E00F-SH,LAM CEL,외관,-,,4
Z3W003-SM,Wafer,외관,-,,3
Z4D002-SL,일반 Ring,외관,-,,3
Z4D007-SL,일반 Ring,외관,-,,3
Z4T003-SN,일반 Ring,외관,-,,3
A0Z015-CM,Other,치수,DIM-01,1.3,1.5
A0Z016-CM,Other,치수,DIM-01,1.266666669,1.5
A0Z017-CM,Other,치수,DIM-01,1.266666669,1.5
A0Z018-CL,Other,치수,DIM-01,1.31666666,1.5
A0Z019-CL,Other,치수,DIM-01,1.266666669,1.5
A0Z029-CL,Other,치수,DIM-01,1.599999997,1.5
A0Z030-CM,Other,치수,DIM-01,1.433333333,1.5
A2R01H-SM,일반 Ring,치수,DIM-01,3.280476192,1.5
A2R01O-SM,일반 Ring,치수,DIM-01,3.280476192,1.5
A2R01P-SM,일반 Ring,치수,DIM-01,4.149019607,1.5
A2R01Q-SM,일반 Ring,치수,DIM-01,4.149019607,1.5
A2R01R-SM,일반 Ring,치수,DIM-01,4.149019607,1.5
A2R0OU-SM,일반 Ring,치수,DIM-01,6.343506494,1.5
A2W0VT-SM,Wafer,치수,DIM-01,9.183333332,1.5
A3E00D-SM,TEL CEL,치수,DIM-01,3.902564102,1.5
A3E00S-SH,TEL CEL,치수,DIM-01,4.05,1.5
A3E00T-SM,TEL CEL,치수,DIM-01,3.67,1.5
A3E00T-SM,TEL CEL,치수,DIM-01,3.673606557,1.5
A3E00Z-SM,TEL CEL,치수,DIM-01,3.616666663,1.5
A3E015-SM,TEL CEL,치수,DIM-01,3.916666681,1.5
A3E039-SM,TEL CEL,치수,DIM-01,3.916666681,1.5
A3E040-SM,TEL CEL,치수,DIM-01,3.816666658,1.5
A3E042-SH,TEL CEL,치수,DIM-01,3.633333334,1.5
A3E054-SL,TEL CEL,치수,DIM-01,11.75000001,1.5
A3E084-SL,TEL CEL,치수,DIM-01,23.40000001,1.5
A3E09F-SM,TEL CEL,치수,DIM-01,3.647653333,1.5
A3E09G-SM,TEL CEL,치수,DIM-01,3.65,1.5
A3E09H-SM,TEL CEL,치수,DIM-01,3.68902439,1.5
A3E0PG-SM,TEL CEL,치수,DIM-01,4.75,1.5
A3E0PJ-SM,TEL CEL,치수,DIM-01,3.756205128,1.5
A3R001-CM,일반 Ring,치수,DIM-01,4.400000002,1.5
A3R00K-SM,일반 Ring,치수,DIM-01,3.869696969,1.5
A3R015-SM,일반 Ring,치수,DIM-01,3.662500002,1.5
A3R01A-SM,일반 Ring,치수,DIM-01,4.211970899,1.5
A3R01T-SM,일반 Ring,치수,DIM-01,4.225000008,1.5
A3R02A-SM,일반 Ring,치수,DIM-01,5.223333337,1.5
A3R02C-SM,일반 Ring,치수,DIM-01,6.491666665,1.5
A3R03H-SM,일반 Ring,치수,DIM-01,5.223333337,1.5
A3R03V-SM,일반 Ring,치수,DIM-01,5,1.5
A3R04L-SM,일반 Ring,치수,DIM-01,3.47247191,1.5
A3R04T-SM,일반 Ring,치수,DIM-01,6.491666665,1.5
A3R056-SM,일반 Ring,치수,DIM-01,6.49999999,1.5
A3R064-SM,일반 Ring,치수,DIM-01,3.824999998,1.5
A3R06P-SM,일반 Ring,치수,DIM-01,5.264102563,1.5
A3R07I-SM,일반 Ring,치수,DIM-01,6,1.5
A3R086-CM,일반 Ring,치수,DIM-01,4.400000002,1.5
A3R08G-SM,일반 Ring,치수,DIM-01,5.223333337,1.5
A3R09G-SM,일반 Ring,치수,DIM-01,5.223333337,1.5
A3R0AL-SM,일반 Ring,치수,DIM-01,5.223333337,1.5
A3R0AP-SM,일반 Ring,치수,DIM-01,5,1.5
A3R0BA-SM,일반 Ring,치수,DIM-01,5.223333337,1.5
A3R0BE-CM,일반 Ring,치수,DIM-01,4.400000002,1.5
A3R0CA-CM,일반 Ring,치수,DIM-01,4.400000002,1.5
A3R0DT-SM,일반 Ring,치수,DIM-01,6,1.5
A3R0EE-SM,일반 Ring,치수,DIM-01,2.966666658,1.5
A3R0FM-SM,일반 Ring,치수,DIM-01,6.491666665,1.5
A3R0FV-SM,일반 Ring,치수,DIM-01,5.100000008,1.5
A3R0NM-SM,일반 Ring,치수,DIM-01,7.055555549,1.5
A3R0NR-SM,일반 Ring,치수,DIM-01,6.544444445,1.5
A3R0PA-SM,일반 Ring,치수,DIM-01,5.61666667,1.5
A3R0PE-SM,일반 Ring,치수,DIM-01,5.61666667,1.5
A3R0PF-SM,일반 Ring,치수,DIM-01,5.558333331,1.5
A3R0QK-SM,일반 Ring,치수,DIM-01,4.299999999,1.5
A3R0QY-SM,일반 Ring,치수,DIM-01,5.2,1.5
A3R0SS-SM,일반 Ring,치수,DIM-01,6.544444445,1.5
A3R0VM-SM,일반 Ring,치수,DIM-01,5.223333337,1.5
A3R0VT-SM,일반 Ring,치수,DIM-01,6.544444445,1.5
A3R0WP-SM,일반 Ring,치수,DIM-01,4.429594273,1.5
A3R0WT-SM,일반 Ring,치수,DIM-01,5.547720797,1.5
A3R0XL-SM,일반 Ring,치수,DIM-01,5.223333337,1.5
A3R0XT-SM,일반 Ring,치수,DIM-01,5.223333337,1.5
A3R0YX-SM,일반 Ring,치수,DIM-01,6.489583332,1.5
A3R0Z2-SM,일반 Ring,치수,DIM-01,3.653861789,1.5
A3R0ZD-SM,일반 Ring,치수,DIM-01,6.544444445,1.5
A3R0ZN-SM,일반 Ring,치수,DIM-01,4.225000008,1.5
A3R160-SM,일반 Ring,치수,DIM-01,6.489583332,1.5
A3R197-SM,일반 Ring,치수,DIM-01,4.225000008,1.5
A3R199-SM,일반 Ring,치수,DIM-01,6.428682172,1.5
A3R201-SM,일반 Ring,치수,DIM-01,6.399999998,1.5
A3R223-SM,일반 Ring,치수,DIM-01,6.399999998,1.5
A3R232-SM,일반 Ring,치수,DIM-01,6.866666669,1.5
A3R257-SM,일반 Ring,치수,DIM-01,6.7,1.5
A3R258-SM,일반 Ring,치수,DIM-01,6.399999998,1.5
A3R364-AM,일반 Ring,치수,DIM-01,11.3,1.5
A3R367-AM,일반 Ring,치수,DIM-01,8.866666665,1.5
A3R367-CM,일반 Ring,치수,DIM-01,8.033333346,1.5
A3R367-SM,일반 Ring,치수,DIM-01,5.38,1.5
A3R392-AM,일반 Ring,치수,DIM-01,8.033333346,1.5
A3R392-CM,일반 Ring,치수,DIM-01,5.38,1.5
A3R434-SM,일반 Ring,치수,DIM-01,6.399999998,1.5
A3R460-SM,일반 Ring,치수,DIM-01,6.93333333,1.5
A3R468-SL,일반 Ring,치수,DIM-01,9.15833333,1.5
A3R469-SL,일반 Ring,치수,DIM-01,7.27,1.5
A3R485-CM,일반 Ring,치수,DIM-01,2.55,1.5
A3R494-SL,일반 Ring,치수,DIM-01,9.15833333,1.5
A3R495-SL,일반 Ring,치수,DIM-01,9.15833333,1.5
A3R511-SL,일반 Ring,치수,DIM-01,7.283333328,1.5
A3R539-CM,일반 Ring,치수,DIM-01,7.316666669,1.5
A3R541-SM,일반 Ring,치수,DIM-01,6.59074074,1.5
A3R546-CM,일반 Ring,치수,DIM-01,2.55,1.5
A3R550-CM,일반 Ring,치수,DIM-01,7.050000003,1.5
A3R551-SM,일반 Ring,치수,DIM-01,6.216666667,1.5
A3R554-CM,일반 Ring,치수,DIM-01,7.433333321,1.5
A3R562-SM,일반 Ring,치수,DIM-01,3.900000011,1.5
A3R630-SM,일반 Ring,치수,DIM-01,6.766666666,1.5
A3R636-SM,일반 Ring,치수,DIM-01,6.399999998,1.5
A3R637-SM,일반 Ring,치수,DIM-01,13.13,1.5
A3R643-SM,일반 Ring,치수,DIM-01,3.950000001,1.5
A3R680-SM,일반 Ring,치수,DIM-01,6.399999998,1.5
A3R698-SM,일반 Ring,치수,DIM-01,6.399999998,1.5
A3R711-SM,일반 Ring,치수,DIM-01,9.95,1.5
A3R717-SM,일반 Ring,치수,DIM-01,2.333333323,1.5
A3R732-CM,일반 Ring,치수,DIM-01,15.03157895,1.5
A3R744-SM,일반 Ring,치수,DIM-01,6.766666666,1.5
A3R780-SM,일반 Ring,치수,DIM-01,6.633333333,1.5
A3R785-SM,일반 Ring,치수,DIM-01,6.766666666,1.5
A3R796-CM,일반 Ring,치수,DIM-01,8.550000008,1.5
A3R799-CM,일반 Ring,치수,DIM-01,10.16666666,1.5
A3R810-SM,일반 Ring,치수,DIM-01,5.699999991,1.5
A3R836-SL,일반 Ring,치수,DIM-01,8.783333333,1.5
A3R850-SM,일반 Ring,치수,DIM-01,6.833333338,1.5
A3R859-SL,일반 Ring,치수,DIM-01,8.766666673,1.5
A3R882-SL,일반 Ring,치수,DIM-01,8.500000007,1.5
A3R900-CL,일반 Ring,치수,DIM-01,6.783333316,1.5
A3R901-SL,일반 Ring,치수,DIM-01,7.583333325,1.5
A3R918-SM,일반 Ring,치수,DIM-01,4.800000011,1.5
A3R923-CL,일반 Ring,치수,DIM-01,10.41666666,1.5
A3R944-CM,일반 Ring,치수,DIM-01,3.666666665,1.5
A3R946-SL,일반 Ring,치수,DIM-01,6.766666677,1.5
A3RA06-SL,일반 Ring,치수,DIM-01,6.766666666,1.5
A3RA55-CL,일반 Ring,치수,DIM-01,6.833333338,1.5
A3RA56-CL,일반 Ring,치수,DIM-01,6.849999998,1.5
A3RA57-CL,일반 Ring,치수,DIM-01,6.799999997,1.5
A3RB07-SM,일반 Ring,치수,DIM-01,6.766666666,1.5
A3RB33-SM,일반 Ring,치수,DIM-01,6.950000001,1.5
A3RB42-CM,일반 Ring,치수,DIM-01,19.73333332,1.5
A3RB43-CM,일반 Ring,치수,DIM-01,4.533333335,1.5
A3RB48-SM,일반 Ring,치수,DIM-01,6.749999996,1.5
A3RB48-SM,일반 Ring,치수,DIM-01,6.749999996,1.5
A3RB49-CL,일반 Ring,치수,DIM-01,7.516666664,1.5
A3RB62-SL,일반 Ring,치수,DIM-01,6.766666666,1.5
A3RB67-SM,일반 Ring,치수,DIM-01,6.766666666,1.5
A3RB83-SH,일반 Ring,치수,DIM-01,2.483333338,1.5
A3RB87-CM,일반 Ring,치수,DIM-01,11.45,1.5
A3RB88-CM,일반 Ring,치수,DIM-01,7.883333332,1.5
A3RC19-CM,일반 Ring,치수,DIM-01,8.183333339,1.5
A3RC20-CM,일반 Ring,치수,DIM-01,8.000000005,1.5
A3RC21-CM,일반 Ring,치수,DIM-01,8.000000005,1.5
A3RC22-CM,일반 Ring,치수,DIM-01,8.000000005,1.5
A3RC23-CM,일반 Ring,치수,DIM-01,7.833333331,1.5
A3RC24-CM,일반 Ring,치수,DIM-01,10.25,1.5
A3RC25-CM,일반 Ring,치수,DIM-01,6.416666668,1.5
A3RC38-CM,일반 Ring,치수,DIM-01,12.00000001,1.5
A3RC39-CM,일반 Ring,치수,DIM-01,6.833333338,1.5
A3RC40-CM,일반 Ring,치수,DIM-01,6.966666671,1.5
A3RC41-CM,일반 Ring,치수,DIM-01,6.966666671,1.5
A3RC42-CM,일반 Ring,치수,DIM-01,6.90000001,1.5
A3RC43-CM,일반 Ring,치수,DIM-01,6.966666671,1.5
A3RC44-CM,일반 Ring,치수,DIM-01,6.966666671,1.5
A3RC45-CM,일반 Ring,치수,DIM-01,6.966666671,1.5
A3RC46-CM,일반 Ring,치수,DIM-01,12.81666667,1.5
A3RC48-CL,일반 Ring,치수,DIM-01,10.38333333,1.5
A3RC49-CL,일반 Ring,치수,DIM-01,10.08333333,1.5
A3RC58-CM,일반 Ring,치수,DIM-01,6.93333333,1.5
A3RC59-CM,일반 Ring,치수,DIM-01,7.399999991,1.5
A3RC60-CM,일반 Ring,치수,DIM-01,6.933333341,1.5
A3RC61-CM,일반 Ring,치수,DIM-01,6.783333326,1.5
A3RC91-CM,일반 Ring,치수,DIM-01,11.53333335,1.5
A3RC92-CM,일반 Ring,치수,DIM-01,6.266666665,1.5
A3RC93-CM,일반 Ring,치수,DIM-01,7.600000006,1.5
A3RC94-CM,일반 Ring,치수,DIM-01,6.716666665,1.5
A3RC95-CM,일반 Ring,치수,DIM-01,11.55,1.5
A3RC96-CM,일반 Ring,치수,DIM-01,7.483333343,1.5
A3RC97-CM,일반 Ring,치수,DIM-01,8.233333341,1.5
A3RC98-CM,일반 Ring,치수,DIM-01,11.13333333,1.5
A3RC99-CM,일반 Ring,치수,DIM-01,7.349999989,1.5
A3RD01-CM,일반 Ring,치수,DIM-01,11.53333334,1.5
A3RD02-CM,일반 Ring,치수,DIM-01,7.316666669,1.5
A3RD03-CM,일반 Ring,치수,DIM-01,7.466666673,1.5
A3RD04-CM,일반 Ring,치수,DIM-01,11.95,1.5
A3RD05-CM,일반 Ring,치수,DIM-01,6.299999995,1.5
A3RD06-CM,일반 Ring,치수,DIM-01,7.35,1.5
A3RD07-CM,일반 Ring,치수,DIM-01,6.48333334,1.5
A3RD08-CM,일반 Ring,치수,DIM-01,6.250000005,1.5
A3RD09-CM,일반 Ring,치수,DIM-01,7.016666672,1.5
A3RD10-CM,일반 Ring,치수,DIM-01,7.016666672,1.5
A3RD11-CM,일반 Ring,치수,DIM-01,7.400000001,1.5
A3RD12-CM,일반 Ring,치수,DIM-01,7.650000018,1.5
A3RD13-CM,일반 Ring,치수,DIM-01,7.150000005,1.5
A3RD14-CM,일반 Ring,치수,DIM-01,7.316666669,1.5
A3RD15-CM,일반 Ring,치수,DIM-01,7.78333333,1.5
A3RD16-CM,일반 Ring,치수,DIM-01,11.7,1.5
A3RD17-CM,일반 Ring,치수,DIM-01,11.53333334,1.5
A3RD18-CM,일반 Ring,치수,DIM-01,11.53333334,1.5
A3RD19-CM,일반 Ring,치수,DIM-01,6.93333333,1.5
A3RD20-CM,일반 Ring,치수,DIM-01,7.083333334,1.5
A3RD21-CM,일반 Ring,치수,DIM-01,6.733333336,1.5
A3RD22-CM,일반 Ring,치수,DIM-01,6.733333336,1.5
A3RD23-CM,일반 Ring,치수,DIM-01,6.733333336,1.5
A3RD24-CL,일반 Ring,치수,DIM-01,8.416666664,1.5
A3RD25-CL,일반 Ring,치수,DIM-01,7.449999992,1.5
A3RD26-CL,일반 Ring,치수,DIM-01,7.733333339,1.5
A3RD27-CL,일반 Ring,치수,DIM-01,8.999999987,1.5
A3RD28-CL,일반 Ring,치수,DIM-01,10.39999999,1.5
A3RD29-CL,일반 Ring,치수,DIM-01,10.41666667,1.5
A3RD30-CL,일반 Ring,치수,DIM-01,10.4,1.5
A3RD60-CL,일반 Ring,치수,DIM-01,10.4,1.5
A3RD61-CL,일반 Ring,치수,DIM-01,10.4,1.5
A3RD62-CL,일반 Ring,치수,DIM-01,10.4,1.5
A3RD63-CM,일반 Ring,치수,DIM-01,10.28333333,1.5
A3RD64-CM,일반 Ring,치수,DIM-01,12.16666666,1.5
A3RD66-CL,일반 Ring,치수,DIM-01,10.56666666,1.5
A3RD67-CL,일반 Ring,치수,DIM-01,11.58333334,1.5
A3RE05-SM,일반 Ring,치수,DIM-01,12.71666665,1.5
A3RE11-CM,일반 Ring,치수,DIM-01,6.650000004,1.5
A3RE13-CM,일반 Ring,치수,DIM-01,6.833333338,1.5
A3RE14-CM,일반 Ring,치수,DIM-01,6.649999993,1.5
A3RE27-CL,일반 Ring,치수,DIM-01,10.38333334,1.5
A3RE35-CL,일반 Ring,치수,DIM-01,12.51666666,1.5
A3RE39-SL,일반 Ring,치수,DIM-01,6.766666666,1.5
A3RE47-SL,일반 Ring,치수,DIM-01,10.1,1.5
A3RE95-SM,일반 Ring,치수,DIM-01,8.833333345,1.5
A3RE98-CM,일반 Ring,치수,DIM-01,6.899999999,1.5
A3RF06-CL,일반 Ring,치수,DIM-01,10.36666667,1.5
A3RF13-SM,일반 Ring,치수,DIM-01,6.533333331,1.5
A3RF19-CL,일반 Ring,치수,DIM-01,1.933333335,1.5
A3RF46-CM,일반 Ring,치수,DIM-01,8.583333328,1.5
A3RF46-CM,일반 Ring,치수,DIM-01,8.466666666,1.5
A3RF48-SM,일반 Ring,치수,DIM-01,8.766666662,1.5
A3RF52-CM,일반 Ring,치수,DIM-01,6.899999999,1.5
A3RF52-CM,일반 Ring,치수,DIM-01,6.899999999,1.5
A3RF56-CL,일반 Ring,치수,DIM-01,9.383333337,1.5
A3RF59-SM,일반 Ring,치수,DIM-01,6.46666667,1.5
A3RF67-CL,일반 Ring,치수,DIM-01,9.08333334,1.5
A3RF81-CL,일반 Ring,치수,DIM-01,9.383333337,1.5
A3RF82-CL,일반 Ring,치수,DIM-01,8.883333335,1.5
A3RF83-CL,일반 Ring,치수,DIM-01,9.166666672,1.5
A3RF84-CL,일반 Ring,치수,DIM-01,6.883333329,1.5
A3RF84-CL,일반 Ring,치수,DIM-01,6.766666666,1.5
A3RF85-CL,일반 Ring,치수,DIM-01,10.13333332,1.5
A3RF86-CM,일반 Ring,치수,DIM-01,11.33333333,1.5
A3RF87-CM,일반 Ring,치수,DIM-01,11.21666667,1.5
A3RF88-CM,일반 Ring,치수,DIM-01,11.6,1.5
A3RF89-CM,일반 Ring,치수,DIM-01,22.8,1.5
A3RF90-CM,일반 Ring,치수,DIM-01,13.19999999,1.5
A3RF91-CM,일반 Ring,치수,DIM-01,24.19999999,1.5
A3RF92-CM,일반 Ring,치수,DIM-01,6.666666674,1.5
A3RF94-CM,일반 Ring,치수,DIM-01,21.15,1.5
A3RF98-CM,일반 Ring,치수,DIM-01,7.78333334,1.5
A3RF99-CM,일반 Ring,치수,DIM-01,8.699999991,1.5
A3RG01-CL,일반 Ring,치수,DIM-01,9.383333337,1.5
A3RG02-CL,일반 Ring,치수,DIM-01,9.400000008,1.5
A3RG03-CL,일반 Ring,치수,DIM-01,9.433333338,1.5
A3RG04-CL,일반 Ring,치수,DIM-01,7.8,1.5
A3RG05-CL,일반 Ring,치수,DIM-01,7.749999999,1.5
A3RG11-CM,일반 Ring,치수,DIM-01,14.61666668,1.5
A3RG12-CL,일반 Ring,치수,DIM-01,9.416666668,1.5
A3RG14-CM,일반 Ring,치수,DIM-01,6.816666678,1.5
A3RG21-CL,일반 Ring,치수,DIM-01,9.416666668,1.5
A3RG22-CL,일반 Ring,치수,DIM-01,9.399999997,1.5
A3RG23-CL,일반 Ring,치수,DIM-01,9.283333324,1.5
A3RG24-CL,일반 Ring,치수,DIM-01,7.599999995,1.5
A3RG25-CL,일반 Ring,치수,DIM-01,9.433333338,1.5
A3RG26-CL,일반 Ring,치수,DIM-01,9.300000005,1.5
A3RG27-CL,일반 Ring,치수,DIM-01,7.599999995,1.5
A3RG28-CL,일반 Ring,치수,DIM-01,7.599999995,1.5
A3RG29-CL,일반 Ring,치수,DIM-01,9.416666657,1.5
A3RG30-CL,일반 Ring,치수,DIM-01,12.5,1.5
A3RG31-CL,일반 Ring,치수,DIM-01,12.76666666,1.5
A3RG32-CL,일반 Ring,치수,DIM-01,12.51666667,1.5
A3RG33-CL,일반 Ring,치수,DIM-01,10.36666667,1.5
A3RG34-CL,일반 Ring,치수,DIM-01,10.36666668,1.5
A3RG35-CL,일반 Ring,치수,DIM-01,10.05,1.5
A3RG48-CL,일반 Ring,치수,DIM-01,6.783333337,1.5
A3RG49-CL,일반 Ring,치수,DIM-01,10.18333334,1.5
A3RG50-CL,일반 Ring,치수,DIM-01,10.20000001,1.5
A3RG51-CL,일반 Ring,치수,DIM-01,10.2,1.5
A3RG52-CL,일반 Ring,치수,DIM-01,10.13333332,1.5
A3RG53-CL,일반 Ring,치수,DIM-01,10.21666667,1.5
A3RG54-CL,일반 Ring,치수,DIM-01,10.71666666,1.5
A3RG55-CM,일반 Ring,치수,DIM-01,8.366666653,1.5
A3RG56-CM,일반 Ring,치수,DIM-01,8.683333331,1.5
A3RG57-CM,일반 Ring,치수,DIM-01,8.283333342,1.5
A3RG58-CL,일반 Ring,치수,DIM-01,9.866666668,1.5
A3RG59-CL,일반 Ring,치수,DIM-01,10.13333333,1.5
A3RG60-CL,일반 Ring,치수,DIM-01,9.866666668,1.5
A3RG61-CM,일반 Ring,치수,DIM-01,6.866666669,1.5
A3RG62-CM,일반 Ring,치수,DIM-01,6.849999998,1.5
A3RG63-CM,일반 Ring,치수,DIM-01,7.499999993,1.5
A3Z075-SL,Other,치수,DIM-01,28.06666667,1.5
A3Z076-SL,Other,치수,DIM-01,27.46666666,1.5
A3Z077-SL,Other,치수,DIM-01,39.65000001,1.5
A3Z096-SL,Other,치수,DIM-01,19.86666666,1.5
A3Z097-SL,Other,치수,DIM-01,24.21666667,1.5
A3Z098-SL,Other,치수,DIM-01,16.88333334,1.5
A3Z099-SL,Other,치수,DIM-01,13.58333333,1.5
A3Z100-SL,Other,치수,DIM-01,21.65,1.5
A3Z101-SL,Other,치수,DIM-01,14.61666667,1.5
A3Z102-SL,Other,치수,DIM-01,19.40000001,1.5
A3Z103-SL,Other,치수,DIM-01,56.51666667,1.5
A3Z104-SL,Other,치수,DIM-01,17.63333334,1.5
A3Z105-SL,Other,치수,DIM-01,16.05,1.5
A4E001-SM,TEL CEL,치수,DIM-01,4.142592591,1.5
A4E003-SM,TEL CEL,치수,DIM-01,4.142592591,1.5
A4E007-SM,TEL CEL,치수,DIM-01,4.142592591,1.5
A4E008-SM,TEL CEL,치수,DIM-01,6.616666673,1.5
A4E011-SM,TEL CEL,치수,DIM-01,4.142592591,1.5
A4E031-SL,TEL CEL,치수,DIM-01,4.142592591,1.5
A4E054-SL,TEL CEL,치수,DIM-01,4.142592591,1.5
A4E060-SL,TEL CEL,치수,DIM-01,4.142592591,1.5
A4E067-SL,TEL CEL,치수,DIM-01,6.183333333,1.5
A4E076-SM,TEL CEL,치수,DIM-01,9.200000003,1.5
A4E111-SL,TEL CEL,치수,DIM-01,7.45,1.5
A4E125-SL,TEL CEL,치수,DIM-01,7.45,1.5
A4E143-SM,TEL CEL,치수,DIM-01,7.45,1.5
A4E223-SL,TEL CEL,치수,DIM-01,4.833333321,1.5
A4E323-SL,TEL CEL,치수,DIM-01,4.483333344,1.5
A4E356-SL,TEL CEL,치수,DIM-01,4.433333332,1.5
A4E385-SL,TEL CEL,치수,DIM-01,6.866666669,1.5
A4E412-SL,TEL CEL,치수,DIM-01,18.06666667,1.5
A4E423-SL,TEL CEL,치수,DIM-01,23.4,1.5
A4E426-SL,TEL CEL,치수,DIM-01,4.483333323,1.5
A4E450-SL,TEL CEL,치수,DIM-01,20.33333333,1.5
A4E579-SL,TEL CEL,치수,DIM-01,21.23333333,1.5
A4R008-MM,Ø400 대구경,치수,DIM-01,6.550000001,1.5
A4R00G-SM,Ø400 대구경,치수,DIM-01,7.252481714,1.5
A4R00Q-MM,Ø400 대구경,치수,DIM-01,5.403846152,1.5
A4R010-SM,Ø400 대구경,치수,DIM-01,6.566666672,1.5
A4R014-SM,Ø400 대구경,치수,DIM-01,7.87,1.5
A4R018-SM,Ø400 대구경,치수,DIM-01,4.483333334,1.5
A4R01H-SM,Ø400 대구경,치수,DIM-01,8.449999995,1.5
A4R01U-SM,Ø400 대구경,치수,DIM-01,7.640598292,1.5
A4R031-SM,Ø400 대구경,치수,DIM-01,3.841666669,1.5
A4R04I-MM,Ø400 대구경,치수,DIM-01,5.57,1.5
A4R052-SM,Ø400 대구경,치수,DIM-01,4.499999994,1.5
A4R058-SL,Ø400 대구경,치수,DIM-01,37.6,1.5
A4R06R-MM,Ø400 대구경,치수,DIM-01,7.551666668,1.5
A4R08V-MM,Ø400 대구경,치수,DIM-01,5.1,1.5
A4R097-SL,Ø400 대구경,치수,DIM-01,3.949999991,1.5
A4R099-SM,Ø400 대구경,치수,DIM-01,7.866666662,1.5
A4R09O-MM,Ø400 대구경,치수,DIM-01,12.6,1.5
A4R0CL-SM,Ø400 대구경,치수,DIM-01,5.891666669,1.5
A4R0UP-MM,Ø400 대구경,치수,DIM-01,8.8,1.5
A5R005-MM,Ø500 대구경(기타),치수,DIM-01,23.9,1.5
A5R00B-MM,Ø500 대구경(기타),치수,DIM-01,6.932704402,1.5
A5R00E-MM,Ø500 대구경(기타),치수,DIM-01,16.2,1.5
A5R026-MM,Ø500 대구경(기타),치수,DIM-01,15.38997955,1.5
A5R030-MM,Ø500 대구경(기타),치수,DIM-01,22.9,1.5
A5R042-MM,Ø500 대구경(기타),치수,DIM-01,49,1.5
A5R049-SM,Ø500 대구경(기타),치수,DIM-01,34.56666666,1.5
A5R058-MM,Ø500 대구경(기타),치수,DIM-01,34.19999999,1.5
A5R067-SL,Ø500 대구경(기타),치수,DIM-01,28.06666668,1.5
A5R081-MM,Ø500 대구경(기타),치수,DIM-01,23.08333333,1.5
A5R084-MM,Ø500 대구경(기타),치수,DIM-01,36.7,1.5
A5R099-SL,Ø500 대구경(기타),치수,DIM-01,35.73333334,1.5
A5R109-SL,Ø500 대구경(기타),치수,DIM-01,18.40000001,1.5
A5R111-SL,Ø500 대구경(기타),치수,DIM-01,19.8,1.5
A5R117-SM,Ø500 대구경(기타),치수,DIM-01,23.49999999,1.5
A5R120-SM,Ø500 대구경(기타),치수,DIM-01,9.400000008,1.5
A5R128-MM,Ø500 대구경(기타),치수,DIM-01,12.18333334,1.5
A5R131-SH,Ø500 대구경(기타),치수,DIM-01,8.366666674,1.5
A5R133-MM,Ø500 대구경(기타),치수,DIM-01,33.60000001,1.5
A5R145-SL,Ø500 대구경(기타),치수,DIM-01,33.83333333,1.5
A5R151-SL,Ø500 대구경(기타),치수,DIM-01,12.24999999,1.5
A5R154-SL,Ø500 대구경(기타),치수,DIM-01,33.81666667,1.5
A5R167-SL,Ø500 대구경(기타),치수,DIM-01,25.96666666,1.5
A5R168-SL,Ø500 대구경(기타),치수,DIM-01,17.7,1.5
A5R170-SL,Ø500 대구경(기타),치수,DIM-01,63.08333333,1.5
A5R171-SL,Ø500 대구경(기타),치수,DIM-01,23.35,1.5
A5R173-SL,Ø500 대구경(기타),치수,DIM-01,32.05,1.5
A5R174-SL,Ø500 대구경(기타),치수,DIM-01,66.3,1.5
A5R175-SL,Ø500 대구경(기타),치수,DIM-01,24.34999999,1.5
A5R176-SL,Ø500 대구경(기타),치수,DIM-01,13.11666667,1.5
A5R177-SM,Ø500 대구경(기타),치수,DIM-01,16.28333335,1.5
A5R178-SL,Ø500 대구경(기타),치수,DIM-01,13.51666667,1.5
A5R179-SL,Ø500 대구경(기타),치수,DIM-01,64.26666667,1.5
A5R180-SL,Ø500 대구경(기타),치수,DIM-01,34.01666667,1.5
A5R181-SH,Ø500 대구경(기타),치수,DIM-01,14.06666667,1.5
A5R182-SH,Ø500 대구경(기타),치수,DIM-01,12.14999999,1.5
A5R183-SH,Ø500 대구경(기타),치수,DIM-01,12.14999999,1.5
A5R184-SL,Ø500 대구경(기타),치수,DIM-01,43.63333334,1.5
A5R186-SM,Ø500 대구경(기타),치수,DIM-01,16.75,1.5
A5R188-SM,Ø500 대구경(기타),치수,DIM-01,8.933333337,1.5
A5R191-SH,Ø500 대구경(기타),치수,DIM-01,8.933333337,1.5
A5R193-MM,Ø500 대구경(기타),치수,DIM-01,17.78333333,1.5
A5R195-SM,Ø500 대구경(기타),치수,DIM-01,35,1.5
