일자,조,종합측정실_인력,종합측정실_실적,치수_인력,치수_실적,Hole_인력,Hole_실적,외관_인력,외관_실적,캠퍼스,주야
2026-06-10,C,3,246,2,172,1,106,3,247,아산,주
2026-06-10,B,3,261,2,180,1,60,2,219,천안,야
2026-06-10,B,3,261,2,184,1,90,2,245,아산,야
2026-06-11,A,2,241,3,162,1,49,2,290,천안,주
2026-06-11,A,3,237,2,224,1,95,3,233,아산,주
2026-06-11,B,2,216,3,174,1,90,2,234,천안,야
2026-06-11,B,2,216,2,174,1,88,3,216,아산,야
2026-06-12,A,3,259,3,224,1,62,2,272,천안,주
2026-06-12,A,3,202,2,172,1,79,3,191,아산,주
2026-06-12,B,2,244,2,213,1,105,2,266,천안,야
2026-06-12,B,2,244,2,146,1,78,3,247,아산,야
2026-06-13,A,2,211,3,164,1,68,2,308,천안,주
2026-06-13,A,3,292,2,178,1,82,2,167,아산,주
2026-06-13,C,3,159,2,179,1,84,2,261,천안,야
2026-06-13,C,3,159,2,188,1,83,2,229,아산,야
2026-06-14,A,2,260,2,146,1,61,2,248,천안,주
2026-06-14,A,2,172,2,183,1,51,3,223,아산,주
2026-06-14,C,3,260,2,165,1,96,2,199,천안,야
2026-06-14,C,3,260,2,266,1,94,3,232,아산,야
2026-06-15,B,2,254,2,176,1,77,2,315,천안,주
2026-06-15,B,3,240,2,184,1,44,3,207,아산,주
2026-06-15,C,3,264,2,194,1,96,2,283,천안,야
2026-06-15,C,3,264,2,277,1,82,3,262,아산,야
2026-06-16,B,2,274,2,173,1,75,2,260,천안,주
2026-06-16,B,3,222,2,195,1,41,3,250,아산,주
2026-06-16,C,3,268,2,165,1,62,2,288,천안,야
2026-06-16,C,3,268,2,289,1,71,3,316,아산,야
2026-06-17,B,2,263,2,187,1,85,2,225,천안,주
2026-06-17,B,3,221,2,180,1,74,3,215,아산,주
2026-06-17,A,2,253,2,123,1,47,2,278,천안,야
2026-06-17,A,2,253,2,183,1,38,3,237,아산,야
2026-06-18,B,2,257,2,166,1,55,2,229,천안,주
2026-06-18,B,3,197,1,264,1,59,3,229,아산,주
2026-06-18,A,2,250,3,177,1,57,2,231,천안,야
2026-06-18,A,2,250,2,166,1,53,2,221,아산,야
2026-06-19,C,1,207,2,210,1,58,2,208,천안,주
2026-06-19,C,3,255,2,297,1,97,3,284,아산,주
2026-06-19,A,2,269,2,170,1,66,2,251,천안,야
2026-06-19,A,3,269,1,242,1,63,3,277,아산,야
2026-06-20,C,2,284,2,132,1,76,2,250,천안,주
2026-06-20,C,3,237,2,212,1,77,2,190,아산,주
2026-06-20,A,2,291,1,157,1,60,2,298,천안,야
2026-06-20,A,3,291,2,225,1,74,3,177,아산,야
2026-06-21,C,2,272,2,169,1,82,2,197,천안,주
2026-06-21,C,3,216,2,285,1,71,3,293,아산,주
2026-06-21,B,2,249,2,200,1,60,2,224,천안,야
2026-06-21,B,3,249,1,222,1,19,3,245,아산,야
2026-06-22,C,2,270,2,174,1,76,2,235,천안,주
2026-06-22,C,3,218,1,169,1,81,3,239,아산,주
2026-06-22,B,2,291,2,177,1,63,2,231,천안,야
2026-06-22,B,3,291,1,240,1,11,3,255,아산,야
2026-06-23,A,2,251,2,181,1,69,2,244,천안,주
2026-06-23,A,3,218,2,230,1,86,3,223,아산,주
2026-06-23,B,2,291,2,191,1,70,2,233,천안,야
2026-06-23,B,3,291,2,148,1,93,3,264,아산,야
2026-06-24,A,2,274,3,214,1,66,2,236,천안,주
2026-06-24,A,3,200,2,215,1,66,3,240,아산,주
2026-06-24,B,2,268,2,211,1,60,2,253,천안,야
2026-06-24,B,3,268,2,245,1,93,3,246,아산,야
2026-06-25,A,2,237,3,205,1,62,2,232,천안,주
2026-06-25,A,3,208,2,218,1,86,3,233,아산,주
2026-06-25,C,2,238,2,192,1,84,2,211,천안,야
2026-06-25,C,3,238,2,273,1,100,3,306,아산,야
2026-06-26,A,2,236,1,182,1,56,2,256,천안,주
2026-06-26,A,2,144,1,224,1,86,3,249,아산,주
2026-06-26,C,2,291,2,150,1,79,2,227,천안,야
2026-06-26,C,3,291,2,222,1,101,3,255,아산,야
2026-06-27,B,2,240,2,145,1,100,2,255,천안,주
2026-06-27,B,2,157,1,230,1,88,2,167,아산,주
2026-06-27,C,2,255,2,202,1,91,2,232,천안,야
2026-06-27,C,3,255,1,217,1,94,2,213,아산,야
2026-06-28,B,2,265,3,182,1,80,2,227,천안,주
2026-06-28,B,2,204,2,245,1,85,2,196,아산,주
2026-06-28,C,2,241,2,195,1,83,2,245,천안,야
2026-06-28,C,3,241,2,322,1,91,2,242,아산,야
2026-06-29,B,2,303,3,193,1,100,2,223,천안,주
2026-06-29,B,2,170,2,230,1,41,3,214,아산,주
2026-06-29,A,2,240,3,235,1,91,2,388,천안,야
2026-06-29,A,3,240,2,220,1,63,3,278,아산,야
2026-06-30,B,2,224,3,307,1,87,2,228,천안,주
2026-06-30,B,2,205,2,282,1,80,2,193,아산,주
2026-06-30,A,2,228,3,192,1,71,2,382,천안,야
2026-06-30,A,3,228,2,238,1,96,3,312,아산,야
2026-07-01,C,3,232,2,221,1,56,2,288,천안,주
2026-07-01,C,3,209,2,221,1,56,3,302,아산,주
2026-07-01,A,2,230,3,176,1,60,2,314,천안,야
2026-07-01,A,3,243,2,197,1,80,3,271,아산,야
2026-07-02,C,3,278,2,237,1,63,2,243,천안,주
2026-07-02,C,3,202,2,237,1,63,3,237,아산,주
2026-07-02,A,2,244,3,186,1,59,2,299,천안,야
2026-07-02,A,3,82,2,183,1,46,3,289,아산,야
2026-07-03,C,3,235,2,202,1,58,2,296,천안,주
2026-07-03,C,3,202,2,202,1,58,3,226,아산,주
2026-07-03,B,2,247,3,224,1,43,2,267,천안,야
2026-07-03,B,2,184,1,279,1,69,2,202,아산,야
2026-07-04,C,2,224,1,184,1,65,2,245,천안,주
2026-07-04,C,2,193,2,184,1,65,3,287,아산,주
2026-07-04,B,2,254,3,203,1,76,2,206,천안,야
2026-07-04,B,2,201,2,305,1,54,3,224,아산,야
2026-07-05,A,2,225,2,169,1,64,2,178,천안,주
2026-07-05,A,3,211,1,169,1,64,3,234,아산,주
2026-07-05,B,2,282,3,192,1,61,2,131,천안,야
2026-07-05,B,2,195,2,270,1,103,3,266,아산,야
2026-07-06,A,2,252,3,196,1,74,2,159,천안,주
2026-07-06,A,3,219,2,196,1,74,3,216,아산,주
2026-07-06,B,2,221,3,219,1,50,2,238,천안,야
2026-07-06,B,2,220,2,228,1,84,3,251,아산,야
2026-07-07,A,2,262,3,165,1,63,2,250,천안,주
2026-07-07,A,3,214,2,165,1,63,3,258,아산,주
2026-07-07,C,3,261,2,209,1,54,2,210,천안,야
2026-07-07,C,2,220,2,275,1,76,2,228,아산,야
2026-07-08,A,2,242,2,183,1,46,2,209,천안,주
2026-07-08,A,3,206,2,183,1,46,2,200,아산,주
2026-07-08,C,3,274,2,173,1,64,2,245,천안,야
2026-07-08,C,3,215,2,211,1,109,3,288,아산,야
2026-07-09,B,2,221,2,230,1,71,2,250,천안,주
2026-07-09,B,2,147,2,230,1,71,3,247,아산,주
2026-07-09,C,3,291,2,249,1,78,2,297,천안,야
2026-07-09,C,3,273,2,273,1,181,3,261,아산,야
2026-07-10,B,2,226,2,190,1,63,2,273,천안,주
2026-07-10,B,2,207,2,190,1,63,2,287,아산,주
2026-07-10,C,2,247,2,212,1,69,2,241,천안,야
2026-07-10,C,3,299,2,388,1,100,3,351,아산,야
2026-07-11,B,2,236,2,209,1,74,2,269,천안,주
2026-07-11,B,2,195,1,209,1,74,2,223,아산,주
2026-07-11,A,2,220,2,161,1,53,2,231,천안,야
2026-07-11,A,3,179,1,246,1,73,3,270,아산,야
2026-07-12,B,2,238,2,216,1,71,2,212,천안,주
2026-07-12,B,2,125,1,216,1,71,2,234,아산,주
2026-07-12,A,2,210,2,242,1,86,2,239,천안,야
2026-07-12,A,3,284,2,234,1,97,3,302,아산,야
2026-07-13,C,3,261,2,202,1,74,2,252,천안,주
2026-07-13,C,2,208,2,202,1,74,2,237,아산,주
2026-07-13,A,2,267,3,195,1,71,2,322,천안,야
2026-07-13,A,3,207,2,252,1,121,3,254,아산,야
2026-07-14,C,3,286,2,227,1,84,2,263,천안,주
2026-07-14,C,2,214,1,227,1,84,3,305,아산,주
2026-07-14,A,3,246,2,181,1,67,2,285,천안,야
2026-07-14,A,3,264,2,202,1,89,2,281,아산,야
2026-07-15,C,2,273,2,186,1,62,2,226,천안,주
2026-07-15,C,2,221,2,186,1,62,3,311,아산,주
2026-07-15,B,2,244,3,200,1,73,2,267,천안,야
2026-07-15,B,2,220,2,227,1,128,3,293,아산,야
2026-07-16,C,3,225,2,232,1,120,2,298,천안,주
2026-07-16,C,2,226,2,232,1,120,2,225,아산,주
2026-07-16,B,2,264,3,195,1,53,2,183,천안,야
2026-07-16,B,2,200,1,281,1,99,3,280,아산,야
2026-07-17,A,3,250,2,169,1,60,3,214,천안,주
2026-07-17,A,3,220,2,169,1,60,3,265,아산,주
2026-07-17,B,2,150,2,170,1,77,2,173,천안,야
2026-07-17,B,2,95,1,185,1,72,3,211,아산,야
2026-07-18,A,2,252,3,185,1,68,2,216,천안,주
2026-07-18,A,3,225,2,185,1,68,3,274,아산,주
2026-07-18,B,2,274,2,200,1,69,2,186,천안,야
2026-07-18,B,3,205,1,395,1,120,2,229,아산,야
2026-07-19,A,3,256,2,189,1,72,2,209,천안,주
2026-07-19,A,2,163,2,189,1,72,3,267,아산,주
2026-07-19,C,2,276,2,197,2,71,1,165,천안,야
2026-07-19,C,3,232,2,435,1,141,2,258,아산,야
2026-07-20,A,3,304,2,186,1,89,2,251,천안,주
2026-07-20,A,2,159,2,186,1,89,2,211,아산,주
2026-07-20,C,3,248,2,224,1,73,2,222,천안,야
2026-07-20,C,3,193,2,346,1,83,3,453,아산,야
2026-07-21,B,2,235,2,171,1,91,2,223,천안,주
2026-07-21,B,3,220,1,171,1,91,3,285,아산,주
2026-07-21,C,3,269,2,211,1,82,2,256,천안,야
2026-07-21,C,3,225,2,223,1,94,3,218,아산,야
2026-07-22,B,2,254,2,178,1,80,2,289,천안,주
2026-07-22,B,3,208,2,178,1,80,3,200,아산,주
2026-07-22,C,2,285,2,190,1,87,2,278,천안,야
2026-07-22,C,3,205,2,260,1,80,3,271,아산,야
2026-07-23,B,2,260,2,145,1,81,2,315,천안,주
2026-07-23,B,3,205,2,145,1,81,3,210,아산,주
2026-07-23,A,2,297,2,178,1,87,2,314,천안,야
2026-07-23,A,3,225,2,212,1,72,4,250,아산,야
2026-07-24,B,2,279,2,177,1,86,2,288,천안,주
2026-07-24,B,3,204,2,177,1,86,3,209,아산,주
2026-07-24,A,3,276,2,178,1,83,3,295,천안,야
2026-07-24,A,3,260,2,208,1,85,4,283,아산,야
2026-07-25,C,3,277,2,224,1,88,2,241,천안,주
2026-07-25,C,2,183,2,224,1,88,2,252,아산,주
2026-07-25,A,3,295,2,168,1,68,2,257,천안,야
2026-07-25,A,3,241,2,270,1,83,4,269,아산,야
2026-07-26,C,2,256,2,187,1,65,1,255,천안,주
2026-07-26,C,3,245,2,187,1,65,2,257,아산,주
2026-07-26,A,3,267,2,175,1,85,2,215,천안,야
2026-07-26,A,3,250,2,248,1,78,3,283,아산,야
2026-07-27,C,2,279,2,195,1,105,2,217,천안,주
2026-07-27,C,3,107,2,195,1,105,3,261,아산,주
2026-07-27,B,2,244,2,175,1,83,2,247,천안,야
2026-07-27,B,3,182,2,259,1,70,3,277,아산,야
2026-07-28,C,2,273,1,192,1,65,2,288,천안,주
2026-07-28,C,3,246,2,192,1,65,3,264,아산,주
2026-07-28,B,2,275,2,202,1,56,2,269,천안,야
2026-07-28,B,3,272,2,294,1,75,3,268,아산,야
2026-07-29,A,2,239,2,200,1,70,2,342,천안,주
2026-07-29,A,3,186,2,200,1,70,3,222,아산,주
2026-07-29,B,2,220,3,164,1,80,2,247,천안,야
2026-07-29,B,3,250,2,322,1,87,3,319,아산,야
2026-07-30,A,3,274,2,191,1,97,2,276,천안,주
2026-07-30,A,3,212,2,191,1,97,3,258,아산,주
2026-07-30,B,2,266,2,170,1,73,2,224,천안,야
2026-07-30,B,3,252,2,285,1,80,3,248,아산,야
2026-07-31,A,3,304,2,159,1,83,2,255,천안,주
2026-07-31,A,3,181,2,159,1,83,3,328,아산,주
2026-07-31,C,3,287,2,234,1,92,2,263,천안,야
2026-07-31,C,3,278,1,278,1,60,2,322,아산,야
2026-08-01,A,2,246,2,141,1,49,2,233,천안,주
2026-08-01,A,2,151,2,141,1,49,3,261,아산,주
2026-08-01,C,3,295,2,177,1,55,2,244,천안,야
2026-08-01,C,3,235,2,217,1,96,3,223,아산,야
2026-08-02,B,2,234,2,181,1,67,2,229,천안,주
2026-08-02,B,3,219,1,181,1,67,3,141,아산,주
2026-08-02,C,2,297,1,151,1,86,2,208,천안,야
2026-08-02,C,3,231,2,240,1,81,3,193,아산,야
2026-08-03,B,2,240,2,181,1,89,2,222,천안,주
2026-08-03,B,3,95,2,181,1,89,3,276,아산,주
2026-08-03,C,2,241,1,210,1,58,2,256,천안,야
2026-08-03,C,3,267,2,208,1,83,2,250,아산,야
2026-08-04,B,2,184,2,217,1,96,2,219,천안,주
2026-08-04,B,3,207,2,217,1,96,3,205,아산,주
2026-08-04,A,2,259,2,148,1,62,2,241,천안,야
2026-08-04,A,3,224,1,202,1,55,3,218,아산,야
2026-08-05,B,2,226,2,240,1,111,2,213,천안,주
2026-08-05,B,3,213,2,240,1,111,3,226,아산,주
2026-08-05,A,3,269,2,178,1,104,2,268,천안,야
2026-08-05,A,3,269,1,174,1,74,3,205,아산,야
2026-08-06,C,3,329,2,320,1,112,2,286,천안,주
2026-08-06,C,3,215,2,320,1,112,3,267,아산,주
2026-08-06,A,3,303,2,167,1,83,2,303,천안,야
2026-08-06,A,2,248,1,243,1,88,3,263,아산,야
2026-08-07,C,3,295,2,304,1,114,2,196,천안,주
2026-08-07,C,3,220,2,304,1,114,3,308,아산,주
2026-08-07,A,2,206,2,255,1,105,2,284,천안,야
2026-08-07,A,2,194,1,307,1,88,3,270,아산,야
2026-08-08,C,2,251,2,200,1,70,2,285,천안,주
2026-08-08,C,3,236,2,200,1,70,2,235,아산,주
2026-08-08,B,2,276,2,170,1,99,2,265,천안,야
2026-08-08,B,2,200,1,243,1,100,3,243,아산,야
2026-08-09,C,3,347,2,174,1,71,2,219,천안,주
2026-08-09,C,2,221,2,174,1,71,3,275,아산,주
2026-08-09,B,2,296,3,165,1,77,2,214,천안,야
2026-08-09,B,3,222,1,280,1,106,3,244,아산,야
2026-08-10,A,2,274,2,215,1,85,2,261,천안,주
2026-08-10,A,3,184,2,215,1,85,3,255,아산,주
2026-08-10,B,3,272,2,134,1,75,2,226,천안,야
2026-08-10,B,3,233,1,280,1,100,3,249,아산,야
2026-08-11,A,2,302,2,187,1,70,2,247,천안,주
2026-08-11,A,3,218,1,187,1,70,3,276,아산,주
2026-08-11,B,1,160,2,171,1,63,2,159,천안,야
2026-08-11,B,2,140,1,174,1,88,2,273,아산,야
2026-08-12,A,2,129,2,181,1,72,2,193,천안,주
2026-08-12,A,3,167,2,181,0,72,2,154,아산,주
2026-08-12,C,2,159,2,151,1,81,2,169,천안,야
2026-08-12,C,2,222,1,160,1,86,2,256,아산,야
2026-08-13,A,3,265,2,161,1,83,2,272,천안,주
2026-08-13,A,2,163,2,161,1,83,3,267,아산,주
2026-08-13,C,3,1,2,157,1,72,2,217,천안,야
2026-08-13,C,3,184,2,143,1,46,3,203,아산,야
2026-08-14,B,2,173,3,169,1,71,2,272,천안,주
2026-08-14,B,3,222,2,169,1,71,3,224,아산,주
2026-08-14,C,3,240,2,157,1,50,2,269,천안,야
2026-08-14,C,3,175,2,146,1,66,3,249,아산,야
2026-08-15,B,2,192,2,184,1,66,2,237,천안,주
2026-08-15,B,3,230,2,184,1,66,2,179,아산,주
2026-08-15,C,3,273,2,158,1,74,2,243,천안,야
2026-08-15,C,3,230,2,249,1,87,2,253,아산,야
2026-08-16,B,2,197,2,213,1,72,2,242,천안,주
2026-08-16,B,3,198,1,213,1,72,3,188,아산,주
2026-08-16,A,2,252,1,219,1,88,3,236,천안,야
2026-08-16,A,3,208,2,228,1,73,2,163,아산,야
2026-08-17,B,2,233,2,194,1,77,2,223,천안,주
2026-08-17,B,2,209,2,194,1,77,2,215,아산,주
2026-08-17,A,2,265,2,247,1,84,3,332,천안,야
2026-08-17,A,3,254,2,223,1,98,3,276,아산,야
2026-08-18,C,3,302,2,211,1,89,2,270,천안,주
2026-08-18,C,3,223,2,211,1,89,2,205,아산,주
2026-08-18,A,2,267,2,178,1,69,2,400,천안,야
2026-08-18,A,3,231,2,254,1,63,3,224,아산,야
2026-08-19,C,3,303,2,174,1,72,2,283,천안,주
2026-08-19,C,3,214,2,174,1,72,3,281,아산,주
2026-08-19,A,2,223,2,109,1,68,3,234,천안,야
2026-08-19,A,3,272,2,293,1,90,3,271,아산,야
2026-08-20,C,2,252,1,144,1,69,2,177,천안,주
2026-08-20,C,3,176,2,144,1,69,3,221,아산,주
2026-08-20,B,2,291,2,195,1,68,2,238,천안,야
2026-08-20,B,2,190,2,215,1,41,2,215,아산,야
2026-08-21,C,2,239,2,184,1,78,2,248,천안,주
2026-08-21,C,2,178,2,184,1,78,2,217,아산,주
2026-08-21,B,2,285,3,175,1,65,2,277,천안,야
2026-08-21,B,3,250,2,160,1,60,2,203,아산,야
2026-08-22,A,0,176,1,101,0,65,2,224,천안,주
2026-08-22,A,0,84,0,101,0,65,2,148,아산,주
2026-08-22,B,1,85,2,162,1,81,1,96,천안,야
2026-08-22,B,2,136,2,90,1,64,1,85,아산,야
2026-08-23,A,0,181,1,116,0,85,2,87,천안,주
2026-08-23,A,0,116,0,116,0,85,2,128,아산,주
2026-08-23,B,1,68,2,130,1,60,1,107,천안,야
2026-08-23,B,2,95,1,161,0,96,1,104,아산,야
2026-08-24,A,0,160,1,121,0,83,2,112,천안,주
2026-08-24,A,0,62,0,121,0,83,2,90,아산,주
2026-08-24,C,1,43,1,168,2,72,2,93,천안,야
2026-08-24,C,1,97,1,119,1,56,1,155,아산,야
2026-08-25,A,3,214,2,196,1,61,2,194,천안,주
2026-08-25,A,3,135,2,196,1,61,3,217,아산,주
2026-08-25,C,1,186,1,131,0,33,1,147,천안,야
2026-08-25,C,1,164,1,66,0,20,1,158,아산,야
2026-08-26,B,1,253,1,152,0,63,1,167,천안,주
2026-08-26,B,1,67,1,152,0,63,1,109,아산,주
2026-08-26,C,1,166,1,43,0,23,1,178,천안,야
2026-08-26,C,1,111,0,81,0,23,2,221,아산,야
2026-08-27,B,2,232,2,165,1,81,2,175,천안,주
2026-08-27,B,2,105,2,165,1,81,2,215,아산,주
2026-08-27,C,2,213,1,174,1,68,2,266,천안,야
2026-08-27,C,2,205,2,147,1,80,2,176,아산,야
2026-08-28,B,2,299,2,179,1,71,2,305,천안,주
2026-08-28,B,2,166,2,179,1,71,3,156,아산,주
2026-08-28,A,3,278,2,194,1,66,2,289,천안,야
2026-08-28,A,2,170,2,183,1,76,3,248,아산,야
2026-08-29,B,2,234,1,205,1,86,2,248,천안,주
2026-08-29,B,2,117,3,205,1,86,2,145,아산,주
2026-08-29,A,3,113,2,199,1,44,2,283,천안,야
2026-08-29,A,2,160,2,235,1,27,3,289,아산,야
2026-08-30,C,2,159,2,190,1,76,1,323,천안,주
2026-08-30,C,3,96,1,190,1,76,2,172,아산,주
2026-08-30,A,2,240,2,171,1,59,3,303,천안,야
2026-08-30,A,2,96,2,91,1,51,2,90,아산,야
2026-08-31,C,3,243,2,210,1,82,2,191,천안,주
2026-08-31,C,3,213,2,210,1,82,3,224,아산,주
2026-08-31,A,3,258,2,175,1,67,2,213,천안,야
2026-08-31,A,3,220,1,190,1,59,3,164,아산,야
2026-09-01,C,3,287,2,200,1,63,2,235,천안,주
2026-09-01,C,3,213,2,200,1,63,2,224,아산,주
2026-09-01,B,2,209,1,162,1,67,2,253,천안,야
2026-09-01,B,2,135,2,166,1,97,3,221,아산,야
2026-09-02,C,2,248,2,198,1,50,2,216,천안,주
2026-09-02,C,2,183,2,198,1,50,3,214,아산,주
2026-09-02,B,2,225,2,146,1,61,2,162,천안,야
2026-09-02,B,2,145,2,213,1,80,3,206,아산,야
2026-09-03,A,3,282,2,146,1,30,2,183,천안,주
2026-09-03,A,3,155,3,146,1,30,3,271,아산,주
2026-09-03,B,2,276,2,191,1,46,2,180,천안,야
2026-09-03,B,3,167,2,246,1,75,3,221,아산,야
2026-09-04,A,0,243,1,131,0,56,2,250,천안,주
2026-09-04,A,0,201,1,131,0,56,0,210,아산,주
2026-09-04,B,1,152,1,160,1,51,1,114,천안,야
2026-09-04,B,2,118,1,100,0,27,1,158,아산,야
2026-09-05,A,2,214,2,214,1,66,2,229,천안,주
2026-09-05,A,3,140,1,214,1,66,3,194,아산,주
2026-09-05,C,1,175,1,137,0,21,0,103,천안,야
2026-09-05,C,1,186,1,198,0,31,1,209,아산,야
2026-09-06,A,2,247,2,149,1,83,2,195,천안,주
2026-09-06,A,3,184,1,149,1,83,3,170,아산,주
2026-09-06,C,1,177,1,105,0,40,1,113,천안,야
2026-09-06,C,1,178,1,184,0,39,2,151,아산,야
2026-09-07,B,2,248,1,138,1,86,2,175,천안,주
2026-09-07,B,3,140,1,138,1,86,2,129,아산,주
2026-09-07,C,2,248,2,180,1,77,2,240,천안,야
2026-09-07,C,3,195,2,212,1,87,3,201,아산,야
2026-09-08,B,2,290,1,174,1,94,2,207,천안,주
2026-09-08,B,3,191,1,174,1,94,2,119,아산,주
2026-09-08,C,2,255,2,166,1,91,2,239,천안,야
2026-09-08,C,3,210,2,256,1,90,3,196,아산,야
2026-09-09,B,2,275,2,161,1,100,2,254,천안,주
2026-09-09,B,3,153,2,161,1,100,2,250,아산,주
2026-09-09,A,2,244,2,112,1,76,2,307,천안,야
2026-09-09,A,3,196,2,307,2,96,3,260,아산,야
2026-09-10,B,2,273,1,156,1,80,2,176,천안,주
2026-09-10,B,3,205,2,156,1,80,2,296,아산,주
2026-09-10,A,3,264,2,201,1,88,2,200,천안,야
2026-09-10,A,3,221,2,238,1,82,3,274,아산,야
2026-09-11,C,2,253,2,204,1,71,2,240,천안,주
2026-09-11,C,2,163,2,204,1,71,3,217,아산,주
2026-09-11,A,3,270,2,176,1,74,2,254,천안,야
2026-09-11,A,3,220,2,248,1,71,3,312,아산,야
2026-09-12,C,2,325,2,216,1,104,2,245,천안,주
2026-09-12,C,3,220,1,216,1,104,3,227,아산,주
2026-09-12,A,2,276,2,185,1,76,3,238,천안,야
2026-09-12,A,3,278,2,201,1,71,2,206,아산,야
2026-09-13,C,2,267,2,163,1,89,2,235,천안,주
2026-09-13,C,3,268,2,163,1,89,2,186,아산,주
2026-09-13,B,2,265,2,191,1,85,2,214,천안,야
2026-09-13,B,3,170,1,272,1,127,3,209,아산,야
2026-09-14,C,2,303,3,240,1,77,2,234,천안,주
2026-09-14,C,3,243,1,305,1,80,2,187,아산,주
2026-09-14,B,2,246,2,173,1,63,2,236,천안,야
2026-09-14,B,2,194,1,219,1,86,3,331,아산,야
