일자,조,종합측정실_인력,종합측정실_실적,치수_인력,치수_실적,Hole_인력,Hole_실적,외관_인력,외관_실적,캠퍼스,주야
2026-06-10,B,3,261,2,455,1,114,2,219,천안,야
2026-06-10,C,3,246,2,172,1,106,3,247,아산,주
2026-06-10,B,3,261,2,184,1,90,2,245,아산,야
2026-06-11,A,2,241,3,493,1,116,2,290,천안,주
2026-06-11,B,2,216,3,640,1,186,2,234,천안,야
2026-06-11,A,3,237,2,224,1,95,3,233,아산,주
2026-06-11,B,2,216,2,174,1,88,3,216,아산,야
2026-06-12,A,3,259,3,499,1,121,2,272,천안,주
2026-06-12,B,2,244,2,464,1,185,2,266,천안,야
2026-06-12,A,3,202,2,172,1,79,3,191,아산,주
2026-06-12,B,2,244,2,146,1,78,3,247,아산,야
2026-06-13,A,2,211,3,400,1,142,2,308,천안,주
2026-06-13,C,3,159,2,347,1,118,2,261,천안,야
2026-06-13,A,3,292,2,178,1,82,2,167,아산,주
2026-06-13,C,3,159,2,188,1,83,2,229,아산,야
2026-06-14,A,2,260,2,361,1,113,2,248,천안,주
2026-06-14,C,3,260,2,391,1,163,2,199,천안,야
2026-06-14,A,2,172,2,183,1,51,3,223,아산,주
2026-06-14,C,3,260,2,266,1,94,3,232,아산,야
2026-06-15,B,2,254,2,420,1,155,2,315,천안,주
2026-06-15,C,3,264,2,584,1,160,2,283,천안,야
2026-06-15,B,3,240,2,184,1,44,3,207,아산,주
2026-06-15,C,3,264,2,277,1,82,3,262,아산,야
2026-06-16,B,2,274,2,427,1,132,2,260,천안,주
2026-06-16,C,3,268,2,436,1,140,2,288,천안,야
2026-06-16,B,3,222,2,195,1,41,3,250,아산,주
2026-06-16,C,3,268,2,289,1,71,3,316,아산,야
2026-06-17,B,2,263,2,462,1,174,2,225,천안,주
2026-06-17,A,2,253,2,347,1,108,2,278,천안,야
2026-06-17,B,3,221,2,180,1,74,3,215,아산,주
2026-06-17,A,2,253,2,183,1,38,3,237,아산,야
2026-06-18,B,2,257,2,473,1,155,2,229,천안,주
2026-06-18,A,2,250,3,367,1,79,2,231,천안,야
2026-06-18,B,3,197,1,264,1,59,3,229,아산,주
2026-06-18,A,2,250,2,166,1,53,2,221,아산,야
2026-06-19,C,1,207,2,521,1,140,2,208,천안,주
2026-06-19,A,2,269,2,436,1,118,2,251,천안,야
2026-06-19,C,3,255,2,297,1,97,3,284,아산,주
2026-06-19,A,3,269,1,242,1,63,3,277,아산,야
2026-06-20,C,2,284,2,390,1,139,2,250,천안,주
2026-06-20,A,2,291,1,395,1,123,2,298,천안,야
2026-06-20,C,3,237,2,212,1,77,2,190,아산,주
2026-06-20,A,3,291,2,225,1,74,3,177,아산,야
2026-06-21,C,2,272,2,477,1,177,2,197,천안,주
2026-06-21,B,2,249,2,483,1,127,2,224,천안,야
2026-06-21,C,3,216,2,285,1,71,3,293,아산,주
2026-06-21,B,3,249,1,222,1,19,3,245,아산,야
2026-06-22,C,2,270,2,507,1,119,2,235,천안,주
2026-06-22,B,2,291,2,457,1,140,2,231,천안,야
2026-06-22,C,3,218,1,169,1,81,3,239,아산,주
2026-06-22,B,3,291,1,240,1,11,3,255,아산,야
2026-06-23,A,2,251,2,492,1,147,2,244,천안,주
2026-06-23,B,2,291,2,530,1,139,2,233,천안,야
2026-06-23,A,3,218,2,230,1,86,3,223,아산,주
2026-06-23,B,3,291,2,148,1,93,3,264,아산,야
2026-06-24,A,2,274,3,501,1,132,2,236,천안,주
2026-06-24,B,2,268,2,533,1,136,2,253,천안,야
2026-06-24,A,3,200,2,215,1,66,3,240,아산,주
2026-06-24,B,3,268,2,245,1,93,3,246,아산,야
2026-06-25,A,2,237,3,487,1,137,2,232,천안,주
2026-06-25,C,2,238,2,458,1,167,2,211,천안,야
2026-06-25,A,3,208,2,218,1,86,3,233,아산,주
2026-06-25,C,3,238,2,273,1,100,3,306,아산,야
2026-06-26,A,2,236,1,390,1,100,2,256,천안,주
2026-06-26,C,2,291,2,445,1,155,2,227,천안,야
2026-06-26,A,2,144,1,224,1,86,3,249,아산,주
2026-06-26,C,3,291,2,222,1,101,3,255,아산,야
2026-06-27,B,2,240,2,566,1,169,2,255,천안,주
2026-06-27,C,2,255,2,452,1,141,2,232,천안,야
2026-06-27,B,2,157,1,230,1,88,2,167,아산,주
2026-06-27,C,3,255,1,217,1,94,2,213,아산,야
2026-06-28,B,2,265,3,615,1,177,2,227,천안,주
2026-06-28,C,2,241,2,555,1,146,2,245,천안,야
2026-06-28,B,2,204,2,245,1,85,2,196,아산,주
2026-06-28,C,3,241,2,322,1,91,2,242,아산,야
2026-06-29,B,2,303,3,585,1,180,2,223,천안,주
2026-06-29,A,2,240,3,490,1,159,2,388,천안,야
2026-06-29,B,2,170,2,230,1,41,3,214,아산,주
2026-06-29,A,3,240,2,220,1,63,3,278,아산,야
2026-06-30,B,2,224,3,654,1,150,2,228,천안,주
2026-06-30,A,2,228,3,451,1,131,2,382,천안,야
2026-06-30,B,2,205,2,282,1,80,2,193,아산,주
2026-06-30,A,3,228,2,238,1,96,3,312,아산,야
2026-07-01,C,3,232,2,430,1,116,2,288,천안,주
2026-07-01,A,2,230,3,341,1,95,2,314,천안,야
2026-07-01,C,3,209,2,650,1,76,3,302,아산,주
2026-07-01,A,3,243,2,748,1,80,3,271,아산,야
2026-07-02,C,3,278,2,503,1,114,2,243,천안,주
2026-07-02,A,2,244,3,475,1,126,2,299,천안,야
2026-07-02,C,3,202,2,747,1,55,3,237,아산,주
2026-07-02,A,3,82,2,607,1,46,3,289,아산,야
2026-07-03,C,3,235,2,548,1,136,2,296,천안,주
2026-07-03,B,2,247,3,406,1,80,2,267,천안,야
2026-07-03,C,3,202,2,941,1,88,3,226,아산,주
2026-07-03,B,2,184,1,678,1,79,2,202,아산,야
2026-07-04,C,2,224,1,464,1,141,2,245,천안,주
2026-07-04,B,2,254,3,420,1,133,2,206,천안,야
2026-07-04,C,2,193,2,741,1,71,3,287,아산,주
2026-07-04,B,2,201,2,647,1,57,3,224,아산,야
2026-07-05,A,2,225,2,398,1,129,2,178,천안,주
2026-07-05,B,2,282,3,509,1,134,2,131,천안,야
2026-07-05,A,3,211,1,719,1,112,3,234,아산,주
2026-07-05,B,2,195,2,780,1,103,3,266,아산,야
2026-07-06,A,2,252,3,492,1,152,2,159,천안,주
2026-07-06,B,2,221,3,514,1,92,2,238,천안,야
2026-07-06,A,3,219,2,817,1,98,3,216,아산,주
2026-07-06,B,2,220,2,695,1,84,3,251,아산,야
2026-07-07,A,2,262,3,411,1,117,2,250,천안,주
2026-07-07,C,3,261,2,493,1,141,2,210,천안,야
2026-07-07,A,3,214,2,791,1,81,3,258,아산,주
2026-07-07,C,2,220,2,814,1,77,2,228,아산,야
2026-07-08,A,2,242,2,400,1,94,2,209,천안,주
2026-07-08,C,3,274,2,468,1,130,2,245,천안,야
2026-07-08,A,3,206,2,701,1,90,2,200,아산,주
2026-07-08,C,3,215,2,780,1,109,3,288,아산,야
2026-07-09,B,2,221,2,561,1,133,2,250,천안,주
2026-07-09,C,3,291,2,600,1,141,2,297,천안,야
2026-07-09,B,2,147,2,785,1,112,3,247,아산,주
2026-07-09,C,3,273,2,898,1,186,3,261,아산,야
2026-07-10,B,2,226,2,599,1,150,2,273,천안,주
2026-07-10,C,2,247,2,535,1,147,2,241,천안,야
2026-07-10,B,2,207,2,803,1,100,2,287,아산,주
2026-07-10,C,3,299,2,989,1,100,3,351,아산,야
2026-07-11,B,2,236,2,550,1,153,2,269,천안,주
2026-07-11,A,2,220,2,386,1,111,2,231,천안,야
2026-07-11,B,2,195,1,769,1,115,2,223,아산,주
2026-07-11,A,3,179,1,657,1,73,3,270,아산,야
2026-07-12,B,2,238,2,602,1,151,2,212,천안,주
2026-07-12,A,2,210,2,613,1,162,2,239,천안,야
2026-07-12,B,2,125,1,738,1,107,2,234,아산,주
2026-07-12,A,3,284,2,895,1,103,3,302,아산,야
2026-07-13,C,3,261,2,483,1,145,2,252,천안,주
2026-07-13,A,2,267,3,430,1,112,2,322,천안,야
2026-07-13,C,2,208,2,888,1,85,2,237,아산,주
2026-07-13,A,3,207,2,683,1,121,3,254,아산,야
2026-07-14,C,3,286,2,501,1,158,2,263,천안,주
2026-07-14,A,3,246,2,434,1,129,2,285,천안,야
2026-07-14,C,2,214,1,761,1,141,3,305,아산,주
2026-07-14,A,3,264,2,644,1,115,2,281,아산,야
2026-07-15,C,2,273,2,619,1,113,2,226,천안,주
2026-07-15,B,2,244,3,585,1,158,2,267,천안,야
2026-07-15,C,2,221,2,662,1,163,3,311,아산,주
2026-07-15,B,2,220,2,414,1,128,3,293,아산,야
2026-07-16,C,3,225,2,564,1,166,2,298,천안,주
2026-07-16,B,2,264,3,484,1,122,2,183,천안,야
2026-07-16,C,2,226,2,625,1,106,2,225,아산,주
2026-07-16,B,2,200,1,698,1,99,3,280,아산,야
2026-07-17,A,3,250,2,524,1,106,3,214,천안,주
2026-07-17,B,2,150,2,429,1,140,2,173,천안,야
2026-07-17,A,3,220,2,779,1,71,3,265,아산,주
2026-07-17,B,2,95,1,626,1,72,3,211,아산,야
2026-07-18,A,2,252,3,383,1,95,2,216,천안,주
2026-07-18,B,2,274,2,567,1,154,2,186,천안,야
2026-07-18,A,3,225,2,848,1,63,3,274,아산,주
2026-07-18,B,3,205,1,858,1,120,2,229,아산,야
2026-07-19,A,3,256,2,579,1,155,2,209,천안,주
2026-07-19,C,2,276,2,505,2,121,1,165,천안,야
2026-07-19,A,2,163,2,761,1,114,3,267,아산,주
2026-07-19,C,3,232,2,884,1,142,2,258,아산,야
2026-07-20,A,3,304,2,452,1,154,2,251,천안,주
2026-07-20,C,3,248,2,547,1,137,2,222,천안,야
2026-07-20,A,2,159,2,815,1,69,2,211,아산,주
2026-07-20,C,3,193,2,813,1,83,3,453,아산,야
2026-07-21,B,2,235,2,539,1,152,2,223,천안,주
2026-07-21,C,3,269,2,667,1,168,2,256,천안,야
2026-07-21,B,3,220,1,493,1,72,3,285,아산,주
2026-07-21,C,3,225,2,829,1,94,3,218,아산,야
2026-07-22,B,2,254,2,540,1,152,2,289,천안,주
2026-07-22,C,2,285,2,548,1,158,2,278,천안,야
2026-07-22,B,3,208,2,637,1,75,3,200,아산,주
2026-07-22,C,3,205,2,784,1,80,3,271,아산,야
2026-07-23,B,2,260,2,436,1,139,2,315,천안,주
2026-07-23,A,2,297,2,463,1,151,2,314,천안,야
2026-07-23,B,3,205,2,825,1,67,3,210,아산,주
2026-07-23,A,3,225,2,881,1,80,4,250,아산,야
2026-07-24,B,2,279,2,577,1,190,2,288,천안,주
2026-07-24,A,3,276,2,442,1,156,3,295,천안,야
2026-07-24,B,3,204,2,453,1,68,3,209,아산,주
2026-07-24,A,3,260,2,737,1,88,4,283,아산,야
2026-07-25,C,3,277,2,505,1,135,2,241,천안,주
2026-07-25,A,3,295,2,394,1,121,2,257,천안,야
2026-07-25,C,2,183,2,959,1,131,2,252,아산,주
2026-07-25,A,3,241,2,843,1,88,4,269,아산,야
2026-07-26,C,2,256,2,464,1,132,1,255,천안,주
2026-07-26,A,3,267,2,453,1,153,2,215,천안,야
2026-07-26,C,3,245,2,989,1,96,2,257,아산,주
2026-07-26,A,3,250,2,784,1,78,3,283,아산,야
2026-07-27,C,2,279,2,609,1,162,2,217,천안,주
2026-07-27,B,2,244,2,555,1,188,2,247,천안,야
2026-07-27,C,3,107,2,907,1,77,3,261,아산,주
2026-07-27,B,3,182,2,695,1,70,3,277,아산,야
2026-07-28,C,2,273,1,493,1,121,2,288,천안,주
2026-07-28,B,2,275,2,649,1,127,2,269,천안,야
2026-07-28,C,3,246,2,748,1,66,3,264,아산,주
2026-07-28,B,3,272,2,773,1,79,3,268,아산,야
2026-07-29,A,2,239,2,460,1,129,2,342,천안,주
2026-07-29,B,2,220,3,532,1,144,2,247,천안,야
2026-07-29,A,3,186,2,688,1,65,3,222,아산,주
2026-07-29,B,3,250,2,699,1,96,3,319,아산,야
2026-07-30,A,3,274,2,435,1,152,2,276,천안,주
2026-07-30,B,2,266,2,456,1,138,2,224,천안,야
2026-07-30,A,3,212,2,638,1,79,3,258,아산,주
2026-07-30,B,3,252,2,835,1,87,3,248,아산,야
2026-07-31,A,3,304,2,588,1,165,2,255,천안,주
2026-07-31,C,3,287,2,559,1,165,2,263,천안,야
2026-07-31,A,3,181,2,665,1,80,3,328,아산,주
2026-07-31,C,3,278,1,663,1,61,2,322,아산,야
2026-08-01,A,2,246,2,327,1,97,2,233,천안,주
2026-08-01,C,3,295,2,493,1,130,2,244,천안,야
2026-08-01,A,2,151,2,567,1,92,3,261,아산,주
2026-08-01,C,3,235,2,521,1,107,3,223,아산,야
2026-08-02,B,2,234,2,602,1,161,2,229,천안,주
2026-08-02,C,2,297,1,333,1,141,2,208,천안,야
2026-08-02,B,3,219,1,514,1,52,3,141,아산,주
2026-08-02,C,3,231,2,586,1,96,3,193,아산,야
2026-08-03,B,2,240,2,560,1,190,2,222,천안,주
2026-08-03,C,2,241,1,539,1,120,2,256,천안,야
2026-08-03,B,3,95,2,518,1,82,3,276,아산,주
2026-08-03,C,3,267,2,650,1,83,2,250,아산,야
2026-08-04,B,2,184,2,606,1,152,2,219,천안,주
2026-08-04,A,2,259,2,436,1,86,2,241,천안,야
2026-08-04,B,3,207,2,534,1,67,3,205,아산,주
2026-08-04,A,3,224,1,742,1,55,3,218,아산,야
2026-08-05,B,2,226,2,556,1,189,2,213,천안,주
2026-08-05,A,3,269,2,426,1,155,2,268,천안,야
2026-08-05,B,3,213,2,777,1,67,3,226,아산,주
2026-08-05,A,3,269,1,844,1,77,3,205,아산,야
2026-08-06,C,3,329,2,565,1,186,2,286,천안,주
2026-08-06,A,3,303,2,414,1,116,2,303,천안,야
2026-08-06,C,3,215,2,868,1,92,3,267,아산,주
2026-08-06,A,2,248,1,733,1,92,3,263,아산,야
2026-08-07,C,3,295,2,618,1,179,2,196,천안,주
2026-08-07,A,2,206,2,490,1,155,2,284,천안,야
2026-08-07,C,3,220,2,1086,1,86,3,308,아산,주
2026-08-07,A,2,194,1,714,1,89,3,270,아산,야
2026-08-08,C,2,251,2,447,1,120,2,285,천안,주
2026-08-08,B,2,276,2,475,1,126,2,265,천안,야
2026-08-08,C,3,236,2,896,1,118,2,235,아산,주
2026-08-08,B,2,200,1,587,1,103,3,243,아산,야
2026-08-09,C,3,347,2,499,1,159,2,219,천안,주
2026-08-09,B,2,296,3,521,1,168,2,214,천안,야
2026-08-09,C,2,221,2,723,1,113,3,275,아산,주
2026-08-09,B,3,222,1,761,1,108,3,244,아산,야
2026-08-10,A,2,274,2,509,1,163,2,261,천안,주
2026-08-10,B,3,272,2,394,1,144,2,226,천안,야
2026-08-10,A,3,184,2,837,1,96,3,255,아산,주
2026-08-10,B,3,233,1,760,1,102,3,249,아산,야
2026-08-11,A,2,302,2,462,1,142,2,247,천안,주
2026-08-11,B,1,160,2,470,1,140,2,159,천안,야
2026-08-11,A,3,218,1,782,1,102,3,276,아산,주
2026-08-11,B,2,140,1,564,1,88,2,273,아산,야
2026-08-12,A,2,129,2,407,1,117,2,193,천안,주
2026-08-12,C,2,159,2,258,1,104,2,169,천안,야
2026-08-12,A,3,167,2,296,0,44,2,154,아산,주
2026-08-12,C,2,222,1,353,1,89,2,256,아산,야
2026-08-13,A,3,265,2,351,1,120,2,272,천안,주
2026-08-13,C,3,1,2,395,1,145,2,217,천안,야
2026-08-13,A,2,163,2,551,1,181,3,267,아산,주
2026-08-13,C,3,184,2,502,1,55,3,203,아산,야
2026-08-14,B,2,173,3,465,1,154,2,272,천안,주
2026-08-14,C,3,240,2,425,1,126,2,269,천안,야
2026-08-14,B,3,222,2,465,1,46,3,224,아산,주
2026-08-14,C,3,175,2,565,1,66,3,249,아산,야
2026-08-15,B,2,192,2,400,1,114,2,237,천안,주
2026-08-15,C,3,273,2,359,1,108,2,243,천안,야
2026-08-15,B,3,230,2,669,1,82,2,179,아산,주
2026-08-15,C,3,230,2,579,1,87,2,253,아산,야
2026-08-16,B,2,197,2,395,1,112,2,242,천안,주
2026-08-16,A,2,252,1,416,1,121,3,236,천안,야
2026-08-16,B,3,198,1,592,1,37,3,188,아산,주
2026-08-16,A,3,208,2,510,1,73,2,163,아산,야
2026-08-17,B,2,233,2,564,1,191,2,223,천안,주
2026-08-17,A,2,265,2,553,1,151,3,332,천안,야
2026-08-17,B,2,209,2,769,1,77,2,215,아산,주
2026-08-17,A,3,254,2,738,1,98,3,276,아산,야
2026-08-18,C,3,302,2,533,1,181,2,270,천안,주
2026-08-18,A,2,267,2,486,1,121,2,400,천안,야
2026-08-18,C,3,223,2,698,1,83,2,205,아산,주
2026-08-18,A,3,231,2,719,1,63,3,224,아산,야
2026-08-19,C,3,303,2,516,1,147,2,283,천안,주
2026-08-19,A,2,223,2,424,1,109,3,234,천안,야
2026-08-19,C,3,214,2,787,1,74,3,281,아산,주
2026-08-19,A,3,272,2,631,1,90,3,271,아산,야
2026-08-20,C,2,252,1,442,1,152,2,177,천안,주
2026-08-20,B,2,291,2,488,1,151,2,238,천안,야
2026-08-20,C,3,176,2,705,1,82,3,221,아산,주
2026-08-20,B,2,190,2,671,1,44,2,215,아산,야
2026-08-21,C,2,239,2,576,1,156,2,248,천안,주
2026-08-21,B,2,285,3,581,1,116,2,277,천안,야
2026-08-21,C,2,178,2,709,1,109,2,217,아산,주
2026-08-21,B,3,250,2,368,1,295,2,203,아산,야
2026-08-22,A,0,176,1,290,0,111,2,224,천안,주
2026-08-22,B,1,85,2,284,1,128,1,96,천안,야
2026-08-22,A,0,84,0,335,0,39,2,148,아산,주
2026-08-22,B,2,136,2,236,1,64,1,85,아산,야
2026-08-23,A,0,181,1,217,0,115,2,87,천안,주
2026-08-23,B,1,68,2,286,1,85,1,107,천안,야
2026-08-23,A,0,116,0,258,0,95,2,128,아산,주
2026-08-23,B,2,95,1,252,0,98,1,104,아산,야
2026-08-24,A,0,160,1,292,0,117,2,112,천안,주
2026-08-24,C,1,43,1,263,2,86,2,93,천안,야
2026-08-24,A,0,62,0,236,0,68,2,90,아산,주
2026-08-24,C,1,97,1,188,1,57,1,155,아산,야
2026-08-25,A,3,214,2,360,1,88,2,194,천안,주
2026-08-25,C,1,186,1,282,0,77,1,147,천안,야
2026-08-25,A,3,135,2,335,1,130,3,217,아산,주
2026-08-25,C,1,164,1,156,0,20,1,158,아산,야
2026-08-26,B,1,253,1,291,0,101,1,167,천안,주
2026-08-26,C,1,166,1,209,0,92,1,178,천안,야
2026-08-26,B,1,67,1,640,0,82,1,109,아산,주
2026-08-26,C,1,111,0,98,0,25,2,221,아산,야
2026-08-27,B,2,232,2,510,1,129,2,175,천안,주
2026-08-27,C,2,213,1,586,1,157,2,266,천안,야
2026-08-27,B,2,105,2,405,1,172,2,215,아산,주
2026-08-27,C,2,205,2,345,1,81,2,176,아산,야
2026-08-28,B,2,299,2,519,1,153,2,305,천안,주
2026-08-28,A,3,278,2,487,1,163,2,289,천안,야
2026-08-28,B,2,166,2,503,1,65,3,156,아산,주
2026-08-28,A,2,170,2,466,1,76,3,248,아산,야
2026-08-29,B,2,234,1,496,1,174,2,248,천안,주
2026-08-29,A,3,113,2,346,1,71,2,283,천안,야
2026-08-29,B,2,117,3,541,1,67,2,145,아산,주
2026-08-29,A,2,160,2,404,1,27,3,289,아산,야
2026-08-30,C,2,159,2,360,1,116,1,323,천안,주
2026-08-30,A,2,240,2,346,1,96,3,303,천안,야
2026-08-30,C,3,96,1,237,1,12,2,172,아산,주
2026-08-30,A,2,96,2,299,1,51,2,90,아산,야
2026-08-31,C,3,243,2,520,1,139,2,191,천안,주
2026-08-31,A,3,258,2,492,1,111,2,213,천안,야
2026-08-31,C,3,213,2,622,1,101,3,224,아산,주
2026-08-31,A,3,220,1,550,1,59,3,164,아산,야
2026-09-01,C,3,287,2,482,1,135,2,235,천안,주
2026-09-01,B,2,209,1,386,1,102,2,253,천안,야
2026-09-01,C,3,213,2,622,1,101,2,224,아산,주
2026-09-01,B,2,135,2,540,1,98,3,221,아산,야
2026-09-02,C,2,248,2,437,1,103,2,216,천안,주
2026-09-02,B,2,225,2,327,1,125,2,162,천안,야
2026-09-02,C,2,183,2,636,1,98,3,214,아산,주
2026-09-02,B,2,145,2,465,1,84,3,206,아산,야
2026-09-03,A,3,282,2,390,1,106,2,183,천안,주
2026-09-03,B,2,276,2,654,1,156,2,180,천안,야
2026-09-03,A,3,155,3,571,1,93,3,271,아산,주
2026-09-03,B,3,167,2,529,1,76,3,221,아산,야
2026-09-04,A,0,243,1,405,0,113,2,250,천안,주
2026-09-04,B,1,152,1,355,1,113,1,114,천안,야
2026-09-04,A,0,201,1,538,0,42,0,210,아산,주
2026-09-04,B,2,118,1,267,0,27,1,158,아산,야
2026-09-05,A,2,214,2,531,1,141,2,229,천안,주
2026-09-05,C,1,175,1,277,0,43,0,103,천안,야
2026-09-05,A,3,140,1,529,1,74,3,194,아산,주
2026-09-05,C,1,186,1,354,0,35,1,209,아산,야
2026-09-06,A,2,247,2,352,1,134,2,195,천안,주
2026-09-06,C,1,177,1,403,0,120,1,113,천안,야
2026-09-06,A,3,184,1,605,1,64,3,170,아산,주
2026-09-06,C,1,178,1,308,0,46,2,151,아산,야
2026-09-07,B,2,248,1,428,1,150,2,175,천안,주
2026-09-07,C,2,248,2,449,1,116,2,240,천안,야
2026-09-07,B,3,140,1,527,1,61,2,129,아산,주
2026-09-07,C,3,195,2,514,1,87,3,201,아산,야
2026-09-08,B,2,290,1,510,1,181,2,207,천안,주
2026-09-08,C,2,255,2,505,1,172,2,239,천안,야
2026-09-08,B,3,191,1,441,1,111,2,119,아산,주
2026-09-08,C,3,210,2,695,1,90,3,196,아산,야
2026-09-09,B,2,275,2,429,1,169,2,254,천안,주
2026-09-09,A,2,244,2,339,1,132,2,307,천안,야
2026-09-09,B,3,153,2,716,1,130,2,250,아산,주
2026-09-09,A,3,196,2,728,2,96,3,260,아산,야
2026-09-10,B,2,273,1,612,1,177,2,176,천안,주
2026-09-10,A,3,264,2,479,1,162,2,200,천안,야
2026-09-10,B,3,205,2,554,1,87,2,296,아산,주
2026-09-10,A,3,221,2,592,1,96,3,274,아산,야
2026-09-11,C,2,163,2,686,1,70,3,217,아산,주
2026-09-11,A,3,220,2,774,1,71,3,312,아산,야
2026-09-11,C,2,253,2,641,1,71,2,240,천안,주
2026-09-11,A,3,270,2,421,1,74,2,254,천안,야
2026-09-12,C,3,220,1,685,1,32,3,227,아산,주
2026-09-12,A,3,278,2,533,1,71,2,206,아산,야
2026-09-12,C,2,325,2,628,1,104,2,245,천안,주
2026-09-12,A,2,276,2,556,1,76,3,238,천안,야
2026-09-13,C,3,268,2,713,1,81,2,186,아산,주
2026-09-13,B,3,170,1,652,1,127,3,209,아산,야
2026-09-13,C,2,267,2,505,1,89,2,235,천안,주
2026-09-13,B,2,265,2,576,1,85,2,214,천안,야
2026-09-14,C,3,243,1,851,1,80,2,187,아산,주
2026-09-14,B,2,194,1,504,1,86,3,331,아산,야
2026-09-14,C,2,303,3,502,1,77,2,234,천안,주
2026-09-14,B,2,246,2,509,1,63,2,236,천안,야
